# Item,Value
Food__JAM,_PEACH_MANGO_HABANERO	0.0
Food__JUICE_COCKTAIL_FROM_CONCENTRATE	0.0
Food__JUICE_COCKTAIL_FROM_CONCENTRATE,_APPLE	0.0
Food__KETO_FRIENDLY_CHOCOLATE_MINT_SANDWICH_COOKIES	0.0
Food__KETTLE_COOKED_MESQUITE_BBQ_FLAVORED_POTATO_CHIPS	0.0
Food__Kellogg's_Sultana_Bran_Buds_450g	0.0
Food__LINGUINE_ENRICHED_MACARONI_PRODUCT	0.0
Food__LITE_EXPORT_SODAS_CRACKERS	0.0
Food__LITE_EXPORT_SODAS_CRACKERS,_LITE	0.016740275
Food__MAPLE__PORK_SAUSAGE_LINKS	0.0
Food__MARSHMALLOW_MICE	0.0
Food__MEDITERRANIAN_PASTA_AEGEAN_SALAD,_12_OZ	0.0
Food__MEDIUM_CHUNKY_SALSA	0.0
Food__MEXICAN_MOCHA_WITH_CHOCOLATE_BITS_INCLUSIONS_COFFEE	0.0
Food__MINI_MARIA_COOKIES	0.0
Food__NO._22_MEMPHIS_STYLE_SWEET_SMOKY_BARBEQUE_SAUCE	0.0
Food__NUTS_&_SEEDS	0.0
Food__ORIGINAL_GARLIC_PICKLES	0.0
Food__ORIGINAL_SEASONING	0.0
Food__PIZZA_TURNOVERS_EMPANADILLAS	0.0
Food__PREMIUM_GELATO_SWIRLS	0.0
Food__PREMIUM_GELATO_SWIRLS,_BROWNIE_FUDGE	0.0
Food__PREMIUM_TEA_BAGS	0.0
Food__PREMIUM_TEA_BAGS,_ENGLISH_BREAKFAST	0.0
Food__RAW_ORGANIC_HONEY	0.0
Food__RAW_ORGANIC_HONEY,_WILDFLOWER	0.0
Food__RAW_UNFILTERED_SOUTHERN_CALIFORNIA_HONEY,_BUCKWHEAT	0.0
Food__SANDWICH_BREAD,_WHITE	0.0
Food__SAUCE_INCLUDED_STIR_FRY_KIT_PAD_THAI	0.0
Food__SAUSAGE,_EGG_&_CHEESE_CASSEROLE_BITES	0.0
Food__SAUSAGE_&_CHEESE_OMELETS	0.0
Food__SELTZER,_CRANBERRY_CIDER	0.0
Food__SILKY_SMOOTH_TRUFFLE_HEARTS_	0.0
Food__SILKY_SMOOTH_TRUFFLE_HEARTS_,_MILK_CHOCOLATE	0.0
Food__SLOPPY_BOUDREAUX	0.0
Food__SPARKLING_SPRING_WATER,_NATURAL_ORANGE	0.0
Food__STONE_GROUND__MUSTARD	0.0
Food__SUPERFOOD_BAR_	0.0
Food__SUPERFOOD_BAR_,_PUMPKIN_SEED,_DARK_CHOCOLATE	0.0
Food__THIN_WHEAT_THE_SUPER_SNACK_CRACKER	0.0
Food__TOMATO_BASIL__PASTA_SAUCE	0.0
Food__TRADITIONAL_LIGHT_SOUP,_VEGETABLE_BARLEY,_VEGETABLE_BARLEY	0.0
Food__TRIPLE_LAYER_CHOCOLATE_FUDGE_CAKE	0.0
Food__UNPEELED_APRICOT_HALVES	0.0
Food__VERMONT_MAPLE_SYRUP_FULLY_COOKED_BREAKFAST_SAUSAGE	0.0
Food__WHOLE_GRAIN_BREAD,_SWEETENED_WITH_HONEY_&_MOLASSES	0.0
Food__ZERO_CALORIE_SODA,_CITRUS	0.0
Food__ZERO_CALORIE_SPORTS_DRINK,_FRUIT_PUNCH	0.0
__dummy	None
